comprador_id,renda_mensal_declarada,idade,estado_civil,profissao,numero_imoveis_adquiridos,possui_restricao_credito,pep
CPF-06397,3200.38,47,Divorciado,Servidor,2,0,0
CPF-01632,9264.08,28,Casado,Servidor,1,0,0
CPF-02589,10970.67,49,Casado,Outros,1,0,0
CPF-04330,11449.66,35,Divorciado,Comerciante,2,0,0
CPF-03488,11394.46,56,Divorciado,Advogado,2,0,0
CPF-04128,6229.43,63,Casado,Outros,2,1,0
CPF-04240,1500.0,47,Divorciado,Médico,1,0,0
CPF-01901,4325.51,47,Casado,Médico,2,0,0
CPF-01830,7852.64,52,Divorciado,Engenheiro,1,1,0
CPF-05503,8478.61,30,Divorciado,Autônomo,2,0,0
CPF-00854,6066.41,32,Casado,Comerciante,2,0,0
CPF-02678,6064.65,32,Casado,Engenheiro,1,0,0
CPF-06538,4887.55,51,Solteiro,Autônomo,1,0,1
CPF-02668,6727.6,27,Casado,Comerciante,1,0,0
CPF-03450,7602.73,38,Divorciado,Autônomo,1,0,0
CPF-07506,6567.38,39,Divorciado,Comerciante,2,0,0
CPF-06210,12192.64,43,Solteiro,Engenheiro,1,0,0
CPF-04320,10955.36,33,Divorciado,Empresário,2,0,0
CPF-06507,5710.55,55,Casado,Engenheiro,2,0,0
CPF-05183,13327.51,64,Solteiro,Outros,2,0,0
CPF-07731,10022.27,29,Divorciado,Médico,2,0,0
CPF-03097,9352.8,47,Solteiro,Médico,2,0,0
CPF-02436,7071.24,36,Divorciado,Médico,1,0,0
CPF-01069,9890.36,30,Divorciado,Médico,1,0,0
CPF-03638,7940.06,33,Solteiro,Autônomo,1,0,0
CPF-06334,10727.17,48,Divorciado,Engenheiro,1,1,0
CPF-01843,12170.87,29,Solteiro,Engenheiro,2,0,0
CPF-01206,7764.5,28,Solteiro,Médico,1,0,0
CPF-03650,7269.68,27,Casado,Comerciante,1,0,0
CPF-02968,6555.11,54,Divorciado,Autônomo,2,0,0
CPF-09020,1500.0,63,Solteiro,Empresário,7,0,0
CPF-02621,11941.1,47,Divorciado,Médico,1,0,0
CPF-02252,5450.96,37,Casado,Médico,2,0,0
CPF-05066,9514.5,62,Casado,Médico,2,0,0
CPF-03869,13344.7,37,Solteiro,Empresário,1,0,0
CPF-03769,8692.85,52,Solteiro,Engenheiro,1,0,0
CPF-02253,6227.25,62,Divorciado,Médico,2,0,0
CPF-01598,16474.96,45,Solteiro,Autônomo,2,0,1
CPF-00318,5065.86,60,Divorciado,Autônomo,1,1,0
CPF-04928,8441.9,44,Casado,Autônomo,1,0,0
CPF-03758,5275.03,64,Casado,Servidor,2,0,0
CPF-01290,7798.23,31,Solteiro,Médico,1,1,0
CPF-00093,11443.91,34,Solteiro,Empresário,1,0,0
CPF-07484,7625.82,31,Casado,Outros,1,0,0
CPF-07280,4714.76,41,Casado,Empresário,1,0,0
CPF-00468,5448.49,65,Casado,Advogado,1,0,0
CPF-06618,7632.7,39,Casado,Autônomo,1,0,0
CPF-00691,6166.06,53,Divorciado,Empresário,1,0,0
CPF-03245,9877.69,45,Divorciado,Comerciante,2,0,0
CPF-07886,5009.02,64,Divorciado,Engenheiro,1,0,0
CPF-00545,6995.13,32,Divorciado,Comerciante,2,0,0
CPF-06757,12289.37,54,Divorciado,Comerciante,1,0,0
CPF-06527,6001.39,40,Casado,Engenheiro,2,0,0
CPF-04763,14650.57,28,Solteiro,Empresário,2,0,0
CPF-00549,11895.53,25,Casado,Autônomo,1,1,0
CPF-03156,10885.14,57,Casado,Advogado,1,1,0
CPF-05857,3656.65,31,Solteiro,Médico,2,0,0
CPF-06439,8945.4,53,Solteiro,Médico,2,0,0
CPF-04024,7315.03,60,Solteiro,Médico,2,0,0
CPF-02020,8890.61,41,Divorciado,Advogado,1,0,0
CPF-02157,12060.39,33,Solteiro,Médico,2,0,0
CPF-00807,5965.36,48,Casado,Servidor,1,0,0
CPF-02284,10105.01,62,Divorciado,Advogado,1,0,0
CPF-05675,16079.51,27,Casado,Servidor,2,0,0
CPF-07538,7368.89,56,Divorciado,Outros,1,0,0
CPF-05574,10093.58,58,Divorciado,Médico,2,0,0
CPF-00049,10629.72,54,Casado,Comerciante,1,0,1
CPF-03139,6960.87,32,Solteiro,Médico,1,0,0
CPF-01229,9507.39,56,Divorciado,Outros,1,0,0
CPF-03760,9329.23,43,Divorciado,Outros,1,0,0
CPF-00718,11918.9,55,Divorciado,Servidor,2,1,0
CPF-07022,7768.58,27,Solteiro,Advogado,1,0,0
CPF-01828,3338.89,59,Solteiro,Autônomo,1,0,0
CPF-05537,11286.13,33,Divorciado,Comerciante,2,0,0
CPF-06584,1996.24,28,Divorciado,Comerciante,2,1,0
CPF-05433,9578.43,63,Solteiro,Advogado,2,0,0
CPF-02404,9178.74,59,Casado,Empresário,1,0,0
CPF-04451,7513.91,54,Casado,Autônomo,2,0,0
CPF-05393,9902.63,65,Casado,Servidor,1,0,0
CPF-01860,3259.42,50,Solteiro,Servidor,1,0,0
CPF-05024,11188.24,36,Solteiro,Advogado,2,0,0
CPF-00426,5313.94,46,Casado,Outros,2,0,0
CPF-04467,8220.25,63,Casado,Comerciante,2,0,0
CPF-00015,6305.75,37,Casado,Médico,2,0,0
CPF-01294,4122.38,33,Casado,Autônomo,1,0,0
CPF-03580,2002.04,32,Casado,Engenheiro,2,1,0
CPF-00282,7237.88,50,Divorciado,Advogado,1,0,0
CPF-00031,8104.92,28,Solteiro,Servidor,1,0,1
CPF-09013,2641.34,49,Solteiro,Empresário,6,0,0
CPF-05991,4249.96,26,Divorciado,Comerciante,2,0,0
CPF-03971,15334.06,39,Casado,Outros,2,0,0
CPF-05733,8508.11,39,Solteiro,Servidor,1,0,0
CPF-07883,11222.21,36,Solteiro,Engenheiro,1,0,0
CPF-07783,6397.74,27,Solteiro,Comerciante,2,0,0
CPF-02798,6015.29,28,Casado,Autônomo,2,0,0
CPF-03838,7957.74,52,Solteiro,Outros,1,0,0
CPF-05924,4321.96,42,Solteiro,Advogado,2,0,0
CPF-06009,8216.52,33,Divorciado,Comerciante,1,0,0
CPF-06113,11489.23,32,Casado,Advogado,2,0,0
CPF-07842,6393.55,40,Divorciado,Autônomo,2,0,0
CPF-02833,6205.73,51,Solteiro,Médico,2,0,0
CPF-06432,9484.95,47,Solteiro,Médico,2,0,0
CPF-03462,9647.85,45,Divorciado,Empresário,1,0,0
CPF-07426,8188.12,64,Solteiro,Servidor,2,0,1
CPF-01389,8366.52,39,Casado,Advogado,1,0,0
CPF-00975,11841.01,25,Divorciado,Médico,2,0,0
CPF-03237,12084.91,29,Divorciado,Engenheiro,1,0,0
CPF-01082,4434.01,29,Divorciado,Outros,1,1,0
CPF-02737,6965.19,64,Casado,Médico,2,1,0
CPF-03380,12464.5,25,Solteiro,Empresário,1,0,0
CPF-00675,10152.6,53,Casado,Autônomo,2,0,0
CPF-01701,6711.49,32,Casado,Médico,1,0,0
CPF-07798,2958.96,55,Divorciado,Servidor,2,0,0
CPF-03409,5378.86,34,Divorciado,Médico,2,0,0
CPF-04666,5950.51,26,Casado,Autônomo,2,0,0
CPF-07614,7219.8,62,Divorciado,Autônomo,1,0,0
CPF-03581,8616.03,29,Solteiro,Advogado,2,1,0
CPF-01578,10043.4,58,Solteiro,Empresário,1,0,0
CPF-05817,1500.0,42,Divorciado,Empresário,2,0,0
CPF-05173,6659.1,41,Casado,Autônomo,2,0,0
CPF-04982,3686.0,51,Solteiro,Médico,1,0,1
CPF-04391,7155.03,48,Divorciado,Outros,2,0,0
CPF-07989,7899.21,47,Solteiro,Comerciante,1,0,0
CPF-06367,7032.38,48,Casado,Autônomo,2,0,0
CPF-04665,6033.48,26,Solteiro,Médico,2,0,0
CPF-06437,2257.14,31,Divorciado,Engenheiro,2,0,0
CPF-03980,10690.81,29,Casado,Servidor,1,0,0
CPF-03849,10208.92,49,Divorciado,Empresário,2,0,0
CPF-06784,5462.35,48,Casado,Servidor,1,0,0
CPF-01088,2454.71,56,Solteiro,Empresário,1,0,0
CPF-07084,4670.18,62,Solteiro,Engenheiro,2,0,0
CPF-06978,8862.65,39,Divorciado,Outros,2,0,0
CPF-07899,4553.85,52,Casado,Médico,2,0,0
CPF-05206,9174.4,64,Solteiro,Servidor,2,0,0
CPF-05785,11527.55,59,Solteiro,Advogado,1,0,0
CPF-03298,7640.33,59,Divorciado,Engenheiro,1,0,0
CPF-01717,9465.56,39,Divorciado,Servidor,2,0,0
CPF-01123,13473.77,65,Solteiro,Autônomo,1,0,0
CPF-00334,5233.89,25,Casado,Médico,2,0,1
CPF-00714,7853.08,50,Solteiro,Engenheiro,1,1,0
CPF-04112,8758.9,65,Divorciado,Outros,2,0,0
CPF-07759,12441.92,53,Solteiro,Servidor,2,0,0
CPF-00140,7893.49,40,Casado,Empresário,2,0,0
CPF-07547,6856.14,34,Divorciado,Comerciante,2,0,0
CPF-02882,5958.79,26,Divorciado,Servidor,2,0,0
CPF-07143,11438.12,41,Solteiro,Engenheiro,2,1,0
CPF-09001,3164.63,30,Divorciado,Não informado,5,0,0
CPF-05176,12089.96,41,Solteiro,Engenheiro,2,0,0
CPF-03896,3666.42,53,Divorciado,Servidor,2,0,0
CPF-01107,6315.94,45,Divorciado,Autônomo,2,0,0
CPF-07961,9783.12,53,Divorciado,Empresário,1,0,0
CPF-01855,15017.13,31,Divorciado,Comerciante,2,1,0
CPF-01887,8834.2,51,Casado,Engenheiro,1,0,0
CPF-03532,1500.0,62,Solteiro,Servidor,2,0,0
CPF-01844,10405.62,40,Solteiro,Engenheiro,1,0,0
CPF-01869,5474.06,32,Divorciado,Médico,2,0,0
CPF-03811,5318.43,60,Casado,Comerciante,1,0,0
CPF-03015,5525.29,50,Divorciado,Comerciante,2,0,0
CPF-03227,9388.47,26,Solteiro,Engenheiro,1,0,0
CPF-07130,4749.13,32,Casado,Advogado,2,0,0
CPF-05549,9488.67,44,Divorciado,Comerciante,2,0,0
CPF-06170,4734.88,54,Divorciado,Comerciante,2,0,0
CPF-03309,12792.78,43,Divorciado,Empresário,1,0,0
CPF-07699,5485.78,63,Solteiro,Empresário,1,0,0
CPF-04033,14243.44,62,Solteiro,Empresário,1,1,0
CPF-01026,5554.61,63,Divorciado,Empresário,1,0,0
CPF-03072,9796.15,27,Casado,Advogado,2,0,0
CPF-05314,10801.9,31,Casado,Comerciante,2,0,0
CPF-01597,8656.1,32,Casado,Comerciante,2,0,0
CPF-01941,4373.0,42,Divorciado,Autônomo,2,0,0
CPF-01581,10698.04,65,Divorciado,Autônomo,2,1,0
CPF-07549,7010.81,57,Solteiro,Advogado,1,0,0
CPF-02199,1983.24,58,Divorciado,Empresário,2,0,0
CPF-00710,13724.26,26,Casado,Engenheiro,1,0,0
CPF-07513,10613.04,59,Solteiro,Autônomo,2,0,0
CPF-02502,10301.95,34,Solteiro,Comerciante,1,0,0
CPF-01863,9068.09,61,Casado,Outros,1,0,0
CPF-02523,2606.3,45,Divorciado,Autônomo,1,0,0
CPF-06761,8944.39,30,Solteiro,Empresário,1,0,0
CPF-05927,11515.93,56,Divorciado,Comerciante,2,0,0
CPF-06704,9091.18,53,Casado,Outros,1,0,1
CPF-00566,6495.63,31,Divorciado,Empresário,1,0,0
CPF-05539,7907.98,25,Divorciado,Outros,1,0,0
CPF-07609,9986.68,34,Solteiro,Médico,1,0,1
CPF-04942,7725.9,52,Solteiro,Autônomo,2,0,0
CPF-02492,6514.6,34,Divorciado,Autônomo,1,0,0
CPF-07060,6109.76,29,Solteiro,Advogado,1,0,0
CPF-05633,1864.18,47,Solteiro,Servidor,2,0,0
CPF-01913,11653.92,46,Solteiro,Médico,2,0,0
CPF-07992,8990.34,28,Solteiro,Autônomo,2,0,0
CPF-02048,10705.93,49,Solteiro,Advogado,1,0,0
CPF-07534,5287.96,52,Divorciado,Outros,2,0,0
CPF-00995,11258.67,44,Casado,Advogado,2,0,0
CPF-04502,5805.17,36,Solteiro,Outros,2,0,0
CPF-06998,5826.64,40,Divorciado,Empresário,1,0,0
CPF-03287,8515.86,58,Casado,Médico,1,1,0
CPF-03528,9663.44,41,Divorciado,Comerciante,2,0,0
CPF-05209,11085.45,33,Divorciado,Médico,1,0,0
CPF-03183,12146.89,40,Casado,Engenheiro,2,0,0
CPF-01114,12884.29,30,Divorciado,Autônomo,2,1,0
CPF-09008,3465.01,45,Solteiro,Autônomo,5,0,0
CPF-04957,7942.35,33,Casado,Advogado,2,0,0
CPF-00221,7184.54,27,Solteiro,Comerciante,2,0,0
CPF-06075,1500.0,27,Casado,Outros,2,0,0
CPF-04342,4850.62,31,Solteiro,Médico,2,0,0
CPF-03077,7315.27,50,Casado,Médico,1,0,0
CPF-05297,4791.48,31,Solteiro,Advogado,1,0,0
CPF-00533,9686.16,49,Solteiro,Servidor,1,0,0
CPF-07150,6404.11,25,Casado,Empresário,1,0,0
CPF-05564,7359.79,65,Solteiro,Servidor,1,0,0
CPF-00451,5920.74,39,Solteiro,Médico,2,0,0
CPF-00124,11622.12,41,Solteiro,Médico,1,0,0
CPF-06242,6335.67,46,Divorciado,Servidor,1,0,0
CPF-01312,7203.42,37,Casado,Comerciante,2,0,0
CPF-02069,3953.96,38,Solteiro,Engenheiro,2,0,1
CPF-04720,4930.1,46,Solteiro,Autônomo,2,1,0
CPF-06153,12033.1,56,Solteiro,Comerciante,1,0,0
CPF-03447,5390.27,36,Solteiro,Engenheiro,1,0,0
CPF-06760,5154.21,57,Divorciado,Comerciante,1,0,0
CPF-07234,8263.48,33,Casado,Advogado,1,0,0
CPF-02025,3610.68,52,Casado,Comerciante,2,0,0
CPF-03982,8765.05,45,Divorciado,Outros,1,1,0
CPF-02107,5038.43,50,Solteiro,Outros,1,0,0
CPF-02825,7720.13,61,Casado,Advogado,2,0,0
CPF-07522,7412.38,55,Casado,Autônomo,2,0,0
CPF-01427,8768.52,41,Casado,Outros,1,0,0
CPF-07696,6324.47,28,Divorciado,Empresário,1,0,0
CPF-04886,8197.67,39,Solteiro,Engenheiro,1,0,0
CPF-06055,10243.84,56,Divorciado,Servidor,1,1,0
CPF-06459,5253.83,50,Divorciado,Engenheiro,1,0,1
CPF-02376,6442.84,26,Solteiro,Empresário,2,0,0
CPF-02702,12302.65,41,Solteiro,Engenheiro,2,0,0
CPF-03508,8993.77,52,Casado,Engenheiro,1,0,0
CPF-01588,4906.77,54,Solteiro,Servidor,1,0,0
CPF-03470,6510.99,32,Divorciado,Outros,2,0,0
CPF-06526,12716.29,58,Divorciado,Autônomo,2,0,0
CPF-06033,12780.11,38,Solteiro,Empresário,2,1,0
CPF-06102,12997.38,50,Divorciado,Advogado,2,0,1
CPF-00543,1500.0,40,Casado,Comerciante,1,0,0
CPF-05076,8304.65,48,Divorciado,Engenheiro,1,0,0
CPF-06929,8788.52,32,Divorciado,Engenheiro,2,1,0
CPF-04567,11175.67,29,Divorciado,Outros,2,0,0
CPF-04481,10149.83,41,Casado,Servidor,2,0,0
CPF-01938,6122.61,64,Solteiro,Servidor,2,0,0
CPF-05636,2110.51,57,Casado,Outros,2,0,0
CPF-00016,6329.63,32,Divorciado,Médico,2,0,0
CPF-04388,9109.63,29,Divorciado,Médico,1,0,0
CPF-06551,9669.88,63,Casado,Médico,1,0,0
CPF-04206,7041.83,52,Casado,Empresário,2,0,0
CPF-05086,5117.53,32,Casado,Advogado,2,0,0
CPF-07659,9841.93,36,Casado,Médico,1,0,0
CPF-02710,8232.66,28,Casado,Advogado,1,0,0
CPF-03767,1887.43,41,Divorciado,Empresário,2,0,0
CPF-04849,9070.86,46,Solteiro,Autônomo,2,1,0
CPF-05038,8397.58,28,Divorciado,Comerciante,1,0,1
CPF-02129,7769.47,63,Casado,Médico,1,0,0
CPF-03112,10196.07,55,Casado,Comerciante,1,0,0
CPF-06241,3128.1,25,Casado,Comerciante,1,0,0
CPF-01446,4564.89,64,Solteiro,Médico,1,0,0
CPF-02563,9020.36,25,Solteiro,Empresário,2,0,0
CPF-05665,8875.74,39,Solteiro,Outros,2,0,0
CPF-05598,6332.75,34,Casado,Médico,1,0,0
CPF-04285,2708.22,43,Solteiro,Empresário,2,1,0
CPF-06523,7053.69,61,Casado,Autônomo,2,0,0
CPF-03351,7876.82,56,Divorciado,Empresário,2,0,0
CPF-03529,5326.11,60,Solteiro,Advogado,2,0,0
CPF-02497,4014.71,38,Solteiro,Engenheiro,2,0,0
CPF-06947,13676.58,50,Solteiro,Médico,2,0,0
CPF-01859,8884.17,61,Casado,Servidor,2,0,1
CPF-01475,5225.0,57,Divorciado,Empresário,1,0,0
CPF-00443,6839.61,45,Divorciado,Autônomo,2,0,1
CPF-01504,9696.49,26,Casado,Comerciante,1,0,0
CPF-00454,9146.37,47,Solteiro,Médico,1,0,0
CPF-07971,7999.15,31,Divorciado,Empresário,1,0,0
CPF-01216,4751.7,54,Divorciado,Comerciante,1,0,0
CPF-03967,8684.04,50,Divorciado,Comerciante,1,0,0
CPF-01552,8367.41,54,Casado,Autônomo,2,0,0
CPF-01243,11267.95,56,Casado,Empresário,2,0,1
CPF-06589,1956.96,41,Casado,Engenheiro,2,0,0
CPF-07243,10326.62,54,Casado,Médico,1,0,0
CPF-01467,13145.01,31,Solteiro,Outros,1,0,0
CPF-00957,7341.37,35,Solteiro,Autônomo,1,0,0
CPF-00153,7245.4,63,Divorciado,Médico,2,0,0
CPF-01735,6610.07,43,Divorciado,Médico,2,1,0
CPF-03393,10751.6,31,Casado,Médico,1,0,0
CPF-02553,14446.48,50,Solteiro,Médico,2,0,0
CPF-05507,4528.71,39,Casado,Empresário,1,0,0
CPF-01720,4720.77,25,Divorciado,Advogado,2,0,0
CPF-04361,7856.2,39,Solteiro,Empresário,1,0,0
CPF-05855,7118.03,61,Casado,Médico,1,0,0
CPF-03549,1700.01,43,Solteiro,Médico,2,0,0
CPF-04396,10094.24,27,Divorciado,Servidor,1,0,0
CPF-03571,9044.98,32,Divorciado,Empresário,1,0,0
CPF-05033,8722.43,42,Casado,Outros,2,1,1
CPF-03432,9730.28,36,Casado,Advogado,1,0,0
CPF-01633,9706.47,51,Solteiro,Engenheiro,1,0,0
CPF-06660,14009.75,28,Casado,Médico,1,0,0
CPF-04789,6344.88,25,Solteiro,Engenheiro,1,1,1
CPF-02666,4667.65,26,Divorciado,Comerciante,2,0,0
CPF-07710,10884.87,65,Divorciado,Advogado,2,1,0
CPF-03272,11263.66,54,Divorciado,Comerciante,2,0,0
CPF-03703,5014.17,49,Solteiro,Servidor,2,1,0
CPF-03036,9783.23,33,Divorciado,Servidor,2,0,0
CPF-05667,7871.35,45,Casado,Empresário,2,0,0
CPF-00456,4976.04,28,Solteiro,Advogado,1,0,1
CPF-06099,9270.39,64,Solteiro,Engenheiro,2,0,0
CPF-02997,12030.38,47,Casado,Advogado,1,0,0
CPF-07267,8708.41,39,Casado,Servidor,2,0,0
CPF-05134,5131.61,51,Casado,Médico,1,0,0
CPF-05823,13503.38,60,Solteiro,Comerciante,2,0,0
CPF-04082,10077.8,63,Solteiro,Comerciante,1,1,0
CPF-06683,10917.81,63,Divorciado,Médico,1,0,0
CPF-00642,3117.42,50,Solteiro,Servidor,1,0,0
CPF-04131,5622.15,50,Casado,Advogado,1,0,0
CPF-00637,8365.57,46,Divorciado,Outros,1,0,1
CPF-07967,8942.71,56,Solteiro,Advogado,1,0,0
CPF-04958,10765.12,34,Casado,Advogado,2,1,0
CPF-07349,5098.4,30,Divorciado,Advogado,2,0,0
CPF-02434,7956.34,46,Solteiro,Outros,2,0,0
CPF-06450,7099.82,43,Casado,Empresário,2,0,0
CPF-03854,8148.81,26,Solteiro,Autônomo,2,0,0
CPF-00773,6501.38,58,Casado,Médico,1,0,0
CPF-07127,6105.44,38,Divorciado,Servidor,1,1,0
CPF-06355,9394.47,50,Solteiro,Autônomo,1,0,0
CPF-02486,5346.24,65,Solteiro,Servidor,2,1,0
CPF-01795,8283.25,40,Divorciado,Autônomo,1,0,0
CPF-07183,8286.16,39,Casado,Advogado,1,0,0
CPF-04795,7974.43,62,Solteiro,Médico,1,0,0
CPF-04005,7161.89,53,Casado,Comerciante,2,0,1
CPF-05016,4664.51,50,Solteiro,Engenheiro,2,0,0
CPF-07045,10171.68,60,Solteiro,Advogado,2,0,0
CPF-09018,2847.27,29,Divorciado,Empresário,5,0,0
CPF-03451,2979.86,65,Divorciado,Outros,2,0,0
CPF-07600,4108.67,39,Solteiro,Advogado,1,0,0
CPF-02940,10509.98,64,Solteiro,Autônomo,2,0,0
CPF-06521,3662.62,62,Divorciado,Médico,2,0,0
CPF-02970,5074.38,62,Solteiro,Outros,2,0,0
CPF-03930,7508.31,52,Casado,Servidor,1,0,0
CPF-04295,10087.55,47,Solteiro,Outros,2,0,0
CPF-03312,8763.15,56,Divorciado,Servidor,1,0,0
CPF-00910,5909.7,51,Casado,Servidor,1,0,0
CPF-03475,9014.18,32,Solteiro,Comerciante,2,0,0
CPF-00342,1500.0,61,Casado,Engenheiro,1,0,0
CPF-07982,6288.31,48,Casado,Outros,2,0,0
CPF-04844,4585.54,41,Divorciado,Advogado,1,0,0
CPF-03253,12363.94,55,Divorciado,Advogado,2,0,0
CPF-07069,5764.46,43,Divorciado,Servidor,2,0,0
CPF-06883,7147.3,44,Divorciado,Empresário,2,0,0
CPF-01760,8015.58,31,Solteiro,Engenheiro,1,0,0
CPF-02407,11293.23,49,Solteiro,Comerciante,1,0,0
CPF-04828,8211.58,64,Casado,Servidor,2,0,0
CPF-05520,14177.72,48,Casado,Outros,2,0,0
CPF-05957,10439.92,51,Casado,Comerciante,2,0,1
CPF-07053,7383.67,31,Solteiro,Empresário,2,0,0
CPF-07610,4962.84,58,Casado,Servidor,2,0,0
CPF-07070,5905.48,43,Casado,Advogado,2,0,0
CPF-06966,5646.12,58,Divorciado,Advogado,2,0,0
CPF-02359,4536.54,48,Solteiro,Engenheiro,2,0,0
CPF-05246,8917.11,51,Casado,Engenheiro,2,0,0
CPF-02136,8843.98,56,Casado,Comerciante,1,0,0
CPF-03764,4000.17,51,Casado,Comerciante,2,0,0
CPF-04824,6088.27,61,Casado,Médico,1,0,0
CPF-01077,12499.89,27,Divorciado,Advogado,1,1,0
CPF-00199,6334.79,56,Casado,Engenheiro,1,0,0
CPF-07624,9732.62,52,Casado,Médico,2,1,0
CPF-00806,9280.97,52,Solteiro,Servidor,1,0,0
CPF-00214,10545.24,31,Solteiro,Empresário,1,1,0
CPF-04887,10215.71,40,Solteiro,Engenheiro,2,1,0
CPF-06311,11340.09,43,Solteiro,Comerciante,1,0,0
CPF-04674,11553.58,38,Casado,Comerciante,2,0,0
CPF-04442,11010.54,53,Solteiro,Empresário,2,0,0
CPF-02772,9944.19,25,Divorciado,Autônomo,2,0,0
CPF-01491,5891.52,36,Casado,Empresário,1,1,0
CPF-05409,4321.28,49,Solteiro,Advogado,1,0,0
CPF-01774,9259.62,63,Casado,Outros,2,0,1
CPF-00078,7163.67,35,Divorciado,Autônomo,2,0,0
CPF-05552,9771.85,35,Casado,Outros,1,0,0
CPF-06471,5729.06,37,Divorciado,Servidor,1,0,0
CPF-01583,5353.82,38,Solteiro,Servidor,2,0,0
CPF-05895,9631.76,29,Solteiro,Empresário,2,0,0
CPF-03107,10633.3,47,Solteiro,Advogado,2,0,0
CPF-03042,2699.83,34,Divorciado,Advogado,1,0,0
CPF-03386,3762.42,54,Divorciado,Médico,1,0,0
CPF-07630,8882.4,42,Divorciado,Comerciante,2,0,0
CPF-03075,9354.29,51,Casado,Advogado,2,0,0
CPF-02731,12366.18,50,Casado,Engenheiro,1,0,0
CPF-00058,3001.24,38,Divorciado,Autônomo,1,0,0
CPF-06885,14606.19,35,Casado,Empresário,1,1,0
CPF-07602,6894.42,60,Solteiro,Comerciante,2,0,0
CPF-03551,3814.06,56,Divorciado,Autônomo,2,0,0
CPF-05950,6785.19,45,Divorciado,Outros,1,1,0
CPF-06930,8045.49,61,Solteiro,Comerciante,2,0,0
CPF-06881,7505.29,52,Casado,Servidor,1,0,0
CPF-01832,9795.17,45,Solteiro,Advogado,1,0,0
CPF-05387,8676.28,39,Solteiro,Médico,1,0,0
CPF-04629,7411.93,45,Casado,Outros,2,0,0
CPF-07197,5833.87,61,Divorciado,Empresário,2,0,0
CPF-02759,6745.32,29,Solteiro,Empresário,2,0,0
CPF-02478,2223.18,29,Solteiro,Autônomo,1,0,0
CPF-00855,7702.16,61,Casado,Engenheiro,2,0,1
CPF-07808,10710.2,51,Solteiro,Médico,2,1,0
CPF-04352,1500.0,26,Divorciado,Advogado,1,0,0
CPF-00623,5920.29,33,Divorciado,Comerciante,2,0,0
CPF-01186,11357.17,50,Divorciado,Empresário,2,0,0
CPF-09002,3760.98,40,Divorciado,Empresário,3,0,0
CPF-01936,9768.63,57,Divorciado,Outros,2,0,0
CPF-05908,5522.75,29,Divorciado,Servidor,1,0,0
CPF-07847,6952.87,28,Solteiro,Autônomo,1,0,0
CPF-01724,7750.65,49,Casado,Advogado,2,1,0
CPF-02681,7336.42,64,Solteiro,Autônomo,1,0,0
CPF-01302,6260.05,64,Casado,Servidor,2,0,0
CPF-06110,9213.67,64,Solteiro,Outros,1,1,0
CPF-07356,12707.27,57,Divorciado,Servidor,2,0,0
CPF-00083,11380.57,43,Solteiro,Comerciante,1,0,0
CPF-06643,7956.29,36,Solteiro,Autônomo,1,1,0
CPF-04937,4476.61,28,Divorciado,Outros,2,1,0
CPF-01112,7145.4,50,Solteiro,Médico,1,0,0
CPF-04161,11144.21,31,Casado,Comerciante,2,0,0
CPF-05018,10198.26,37,Divorciado,Advogado,1,0,0
CPF-05362,7013.68,53,Casado,Outros,2,0,0
CPF-03294,9128.82,25,Divorciado,Empresário,1,0,0
CPF-03435,9973.36,32,Divorciado,Outros,2,0,0
CPF-02593,10693.11,31,Casado,Engenheiro,2,0,0
CPF-05231,7930.03,45,Divorciado,Comerciante,2,0,0
CPF-05181,4735.11,31,Casado,Autônomo,2,0,0
CPF-01764,10013.78,35,Solteiro,Empresário,1,0,0
CPF-05129,7482.65,42,Divorciado,Médico,1,0,0
CPF-06780,8088.68,59,Casado,Engenheiro,1,0,1
CPF-07369,9313.97,61,Divorciado,Médico,2,0,0
CPF-00980,9434.93,51,Casado,Outros,1,0,0
CPF-01465,8793.08,25,Divorciado,Advogado,1,0,0
CPF-07753,8413.12,41,Casado,Médico,1,0,0
CPF-00704,10186.92,63,Solteiro,Engenheiro,2,1,0
CPF-05308,5526.13,27,Casado,Engenheiro,2,0,0
CPF-02586,10543.93,30,Solteiro,Comerciante,1,0,0
CPF-02604,10228.28,39,Solteiro,Advogado,1,0,0
CPF-05332,5838.99,39,Casado,Outros,2,0,0
CPF-05329,9021.3,60,Casado,Comerciante,1,0,0
CPF-04527,6312.74,49,Solteiro,Autônomo,1,0,0
CPF-04911,10536.98,31,Casado,Engenheiro,1,0,0
CPF-07033,1500.0,45,Casado,Engenheiro,2,0,0
CPF-09012,3779.61,31,Solteiro,Não informado,4,1,0
CPF-02237,7736.09,59,Solteiro,Empresário,2,1,0
CPF-07355,4709.11,60,Casado,Autônomo,2,0,0
CPF-06413,11495.24,37,Casado,Comerciante,2,0,0
CPF-02817,6156.13,37,Casado,Engenheiro,2,0,0
CPF-01378,5519.65,46,Casado,Outros,2,0,0
CPF-01251,7128.0,37,Solteiro,Advogado,2,0,0
CPF-02829,6859.56,28,Divorciado,Médico,1,0,0
CPF-05324,5477.11,59,Casado,Outros,1,0,0
CPF-01470,1500.0,50,Divorciado,Empresário,2,0,0
CPF-01542,8760.69,62,Divorciado,Médico,1,1,0
CPF-04046,5303.15,44,Solteiro,Engenheiro,2,0,0
CPF-03278,6519.64,53,Casado,Servidor,2,0,0
CPF-06597,12267.19,45,Casado,Outros,1,0,0
CPF-00747,3620.14,27,Solteiro,Empresário,2,0,0
